Outlet_ID,cqr_lower,cqr_upper
OUT_05923,62.693645,186.97871
OUT_05924,279.43243,412.37045
OUT_05925,270.81378,404.6465
OUT_05926,76.40468,196.6513
OUT_05927,1888.5947,2128.486
OUT_05928,60.790493,190.98686
OUT_05929,245.77461,404.7356
OUT_05930,69.81073,195.99573
OUT_05931,72.55966,200.89449
OUT_05932,228.69386,384.59302
OUT_05933,205.80486,334.56467
OUT_05934,58.634403,181.41144
OUT_05935,57.58742,184.34137
OUT_05936,938.49915,1281.2479
OUT_05937,912.0138,1306.0398
OUT_05938,1987.1951,2127.9128
OUT_05939,281.36694,413.5936
OUT_05940,1554.022,2159.874
OUT_05941,79.542114,196.33096
OUT_05942,65.07135,187.0623
OUT_05943,926.782,1302.1586
OUT_05944,69.2883,198.1667
OUT_05945,81.87106,197.79613
OUT_05946,85.65852,205.53928
OUT_05947,952.9982,1335.2173
OUT_05948,905.57855,1277.2175
OUT_05949,250.31593,453.82428
OUT_05950,65.88602,200.23198
OUT_05951,69.44711,192.58759
OUT_05952,77.6004,203.32793
OUT_05953,75.33644,198.22339
OUT_05954,69.08115,193.55446
OUT_05955,88.38011,199.52773
OUT_05956,894.816,1168.55
OUT_05957,89.99242,213.43733
OUT_05958,285.48346,433.9392
OUT_05959,71.219376,199.4148
OUT_05960,886.08936,1190.6581
OUT_05961,70.47371,190.66336
OUT_05962,279.26532,442.8581
OUT_05963,63.070103,193.0887
OUT_05964,54.39105,170.34717
OUT_05965,261.49524,405.37915
OUT_05966,248.48592,415.25543
OUT_05967,67.69035,197.03717
OUT_05968,72.04607,193.93922
OUT_05969,257.64557,402.69443
OUT_05970,281.40424,413.8925
OUT_05971,257.33948,446.2939
OUT_05972,75.07147,199.94975
OUT_05973,238.94753,404.25766
OUT_05974,88.179214,207.5538
OUT_05975,264.0738,433.9659
OUT_05976,66.04945,193.97
OUT_05977,66.22035,192.18562
OUT_05978,282.75812,413.5256
OUT_05979,228.0447,405.5943
OUT_05980,79.19983,198.7226
OUT_05981,921.9538,1103.822
OUT_05982,278.5238,412.79865
OUT_05983,72.995575,216.42097
OUT_05984,880.2733,1115.7367
OUT_05985,56.41699,176.85315
OUT_05986,94.16942,219.1222
OUT_05987,64.289505,191.00429
OUT_05988,278.29572,403.40353
OUT_05989,69.86714,201.62183
OUT_05990,78.01526,215.17647
OUT_05991,69.39734,191.93816
OUT_05992,910.1761,1093.6722
OUT_05993,72.698425,196.17882
OUT_05994,70.519745,195.76822
OUT_05995,81.955444,203.75781
OUT_05996,66.88522,197.10071
OUT_05997,74.633316,198.17714
OUT_05998,265.71985,408.40497
OUT_05999,70.16855,197.04521
OUT_06000,69.18921,198.92809
OUT_06001,58.073254,187.75189
OUT_06002,281.1408,420.03342
OUT_06003,72.331985,199.85852
OUT_06004,73.90889,202.10022
OUT_06005,273.98755,413.45898
OUT_06006,254.91438,429.14108
OUT_06007,76.37691,201.2648
OUT_06008,276.3636,418.69278
OUT_06009,250.19728,411.395
OUT_06010,72.97745,200.26688
OUT_06011,74.753296,199.05194
OUT_06012,887.0584,1069.3446
OUT_06013,910.76605,1132.6039
OUT_06014,238.27785,404.6804
OUT_06015,94.89314,205.61034
OUT_06016,903.2359,1119.0588
OUT_06017,69.94739,198.46149
OUT_06018,53.90022,156.08226
OUT_06019,55.096493,173.71011
OUT_06020,258.3952,436.3601
OUT_06021,72.588455,197.46611
OUT_06022,82.00037,214.81064
OUT_06023,1514.3362,2135.1895
OUT_06024,77.646835,206.60733
OUT_06025,223.85042,441.1452
OUT_06026,916.4467,1109.6007
OUT_06027,247.17659,413.067
OUT_06028,88.72633,213.2937
OUT_06029,60.76827,185.02234
OUT_06030,925.0146,1137.3203
OUT_06031,41.01666,166.73033
OUT_06032,891.6326,1069.6729
OUT_06033,1897.7097,2138.078
OUT_06034,230.36842,387.1408
OUT_06035,60.713757,190.7147
OUT_06036,56.09622,180.13162
OUT_06037,283.22736,411.18372
OUT_06038,286.8166,427.82727
OUT_06039,249.03352,406.63516
OUT_06040,277.73267,411.4509
OUT_06041,906.2296,1047.0063
OUT_06042,271.21918,403.40353
OUT_06043,63.44488,189.67343
OUT_06044,1579.5688,2146.6008
OUT_06045,71.92227,195.63432
OUT_06046,50.470592,177.26366
OUT_06047,888.9418,1064.2316
OUT_06048,69.85701,199.2243
OUT_06049,906.73474,1085.5048
OUT_06050,895.4588,1067.2058
OUT_06051,82.405304,201.60124
OUT_06052,252.81465,425.32388
OUT_06053,247.99861,410.92627
OUT_06054,71.72252,193.19122
OUT_06055,254.83937,424.9214
OUT_06056,74.57283,194.68527
OUT_06057,281.04456,439.30423
OUT_06058,105.24452,205.43752
OUT_06059,264.59772,404.93448
OUT_06060,64.64435,187.78122
OUT_06061,254.98036,429.71024
OUT_06062,906.15784,1120.6097
OUT_06063,274.82056,417.09988
OUT_06064,253.58351,417.9684
OUT_06065,259.44153,429.4682
OUT_06066,90.85631,204.08147
OUT_06067,63.60232,188.32869
OUT_06068,72.491196,202.48788
OUT_06069,73.788605,194.34631
OUT_06070,75.90213,199.61504
OUT_06071,83.760864,197.11504
OUT_06072,898.58624,1258.3679
OUT_06073,68.74098,196.52475
OUT_06074,62.929195,191.58041
OUT_06075,290.15387,427.841
OUT_06076,79.72171,203.96512
OUT_06077,64.26111,197.17068
OUT_06078,55.682903,161.7579
OUT_06079,81.70813,207.49518
OUT_06080,78.98572,200.08287
OUT_06081,919.8124,1130.0212
OUT_06082,919.80145,1142.8776
OUT_06083,1585.2427,2210.0977
OUT_06084,72.789795,202.72739
OUT_06085,64.29123,197.47469
OUT_06086,915.3324,1132.4727
OUT_06087,255.07661,426.0669
OUT_06088,924.3369,1306.5209
OUT_06089,66.44656,211.38573
OUT_06090,250.06972,413.5936
OUT_06091,80.12996,198.07776
OUT_06092,50.964336,176.17575
OUT_06093,2012.3065,2132.8523
OUT_06094,280.1261,410.06293
OUT_06095,63.810688,200.96211
OUT_06096,896.7374,1068.6665
OUT_06097,924.76465,1205.7313
OUT_06098,73.15953,196.97945
OUT_06099,69.392,195.79355
OUT_06100,898.0292,1072.1047
OUT_06101,254.67006,428.8892
OUT_06102,240.28987,403.44583
OUT_06103,901.3117,1086.7026
OUT_06104,299.09613,639.87775
OUT_06105,72.734634,211.87645
OUT_06106,253.59334,432.14984
OUT_06107,904.5976,1086.575
OUT_06108,75.40492,212.27692
OUT_06109,913.27673,1096.0236
OUT_06110,43.526623,181.04042
OUT_06111,74.3624,199.4308
OUT_06112,256.83405,437.6047
OUT_06113,70.83763,194.78407
OUT_06114,251.02815,424.11923
OUT_06115,249.08797,403.93103
OUT_06116,89.4547,296.58035
OUT_06117,61.747303,181.5498
OUT_06118,71.013306,197.58377
OUT_06119,923.131,1475.5332
OUT_06120,60.3197,185.85258
OUT_06121,73.88721,199.35435
OUT_06122,76.82327,202.83517
OUT_06123,256.82227,442.46503
OUT_06124,253.3705,412.6945
OUT_06125,75.36145,198.69421
OUT_06126,62.183926,190.19841
OUT_06127,252.8373,413.86157
OUT_06128,271.4001,411.65796
OUT_06129,58.19659,180.91136
OUT_06130,257.50177,404.01175
OUT_06131,81.10687,215.52972
OUT_06132,86.95741,236.28557
OUT_06133,61.79041,186.25351
OUT_06134,261.56244,385.5
OUT_06135,919.2771,1125.4764
OUT_06136,901.9454,1347.4266
OUT_06137,245.24281,421.2445
OUT_06138,79.15784,200.6
OUT_06139,55.75912,180.49329
OUT_06140,95.33324,194.26602
OUT_06141,70.32156,196.62468
OUT_06142,897.0243,1093.2383
OUT_06143,76.31387,206.93993
OUT_06144,244.29988,404.01175
OUT_06145,277.8291,413.83575
OUT_06146,70.37689,198.20203
OUT_06147,252.67311,419.75333
OUT_06148,283.85522,418.50882
OUT_06149,217.05714,430.54553
OUT_06150,250.9106,400.71915
OUT_06151,1648.428,2143.329
OUT_06152,51.155468,179.3567
OUT_06153,59.74583,191.74606
OUT_06154,80.89046,205.42873
OUT_06155,899.4875,1078.9148
OUT_06156,65.69612,187.92273
OUT_06157,894.3732,1109.2762
OUT_06158,274.22186,414.72006
OUT_06159,1888.6199,2138.3767
OUT_06160,252.02034,425.4221
OUT_06161,266.76532,404.3308
OUT_06162,283.07385,433.36578
OUT_06163,62.24307,189.58458
OUT_06164,72.72543,207.99991
OUT_06165,238.43263,412.78494
OUT_06166,67.9993,195.88063
OUT_06167,277.5647,428.26157
OUT_06168,901.4001,1091.8027
OUT_06169,55.300503,189.01218
OUT_06170,895.1578,1080.308
OUT_06171,66.87439,196.233
OUT_06172,1558.6182,2127.1414
OUT_06173,67.742935,188.57726
OUT_06174,249.16518,394.9637
OUT_06175,75.79758,201.39043
OUT_06176,247.51283,414.8438
OUT_06177,59.473064,185.5484
OUT_06178,60.77174,182.8998
OUT_06179,80.044876,199.36203
OUT_06180,54.47402,180.70927
OUT_06181,255.19423,436.89
OUT_06182,916.0107,1202.977
OUT_06183,73.05914,198.19002
OUT_06184,49.792156,176.23749
OUT_06185,244.44081,404.0763
OUT_06186,886.74426,1146.5426
OUT_06187,61.929005,184.68599
OUT_06188,76.844025,195.22626
OUT_06189,920.987,1098.0863
OUT_06190,61.50503,197.2768
OUT_06191,52.67815,162.5738
OUT_06192,281.78186,423.25543
OUT_06193,254.77998,422.68802
OUT_06194,76.145996,198.74525
OUT_06195,71.06355,199.34451
OUT_06196,68.975006,214.04349
OUT_06197,278.54016,403.4721
OUT_06198,55.067867,181.97072
OUT_06199,73.90672,200.80566
OUT_06200,285.22784,419.72165
OUT_06201,63.400616,194.74017
OUT_06202,77.01271,199.6853
OUT_06203,889.3964,1138.3528
OUT_06204,65.09012,192.41612
OUT_06205,1253.602,2017.6238
OUT_06206,247.34505,405.3438
OUT_06207,65.86638,192.94194
OUT_06208,37.476353,144.50343
OUT_06209,247.40004,409.48383
OUT_06210,1874.1055,2137.9595
OUT_06211,47.923077,177.09914
OUT_06212,247.3788,411.93716
OUT_06213,72.631,200.73831
OUT_06214,261.0611,459.35068
OUT_06215,885.0323,1078.427
OUT_06216,57.805096,189.31628
OUT_06217,254.90523,429.79828
OUT_06218,243.90663,399.5915
OUT_06219,82.90033,202.10349
OUT_06220,69.05824,195.32312
OUT_06221,60.337833,188.25365
OUT_06222,70.37492,192.65938
OUT_06223,79.171814,201.67897
OUT_06224,281.28552,414.79135
OUT_06225,68.41556,196.57317
OUT_06226,62.96639,187.5192
OUT_06227,255.16298,426.1032
OUT_06228,914.47626,1163.4752
OUT_06229,276.1399,403.46808
OUT_06230,74.82497,194.77245
OUT_06231,73.25023,202.82431
OUT_06232,846.6819,1055.0969
OUT_06233,275.46063,404.61182
OUT_06234,80.448944,205.45467
OUT_06235,51.445972,171.93044
OUT_06236,239.73006,431.13297
OUT_06237,242.4612,405.52115
OUT_06238,249.98201,416.5747
OUT_06239,49.33018,179.3752
OUT_06240,72.52237,199.47655
OUT_06241,54.054317,173.26672
OUT_06242,891.6019,1072.0077
OUT_06243,77.99022,199.83908
OUT_06244,284.91406,438.75534
OUT_06245,72.8123,190.17574
OUT_06246,891.7291,1092.4064
OUT_06247,70.92966,195.24837
OUT_06248,81.42717,203.1806
OUT_06249,69.764496,196.42328
OUT_06250,294.89105,661.97797
OUT_06251,272.59515,405.94388
OUT_06252,900.7154,1326.4282
OUT_06253,74.92267,199.2052
OUT_06254,79.35736,199.77545
OUT_06255,895.4046,1087.7714
OUT_06256,69.49104,190.4402
OUT_06257,906.458,1078.7789
OUT_06258,56.818287,189.33725
OUT_06259,246.35487,411.217
OUT_06260,74.70886,203.06407
OUT_06261,216.66908,388.76523
OUT_06262,900.287,1085.3273
OUT_06263,70.57707,193.58405
OUT_06264,932.793,1284.036
OUT_06265,42.124096,170.71576
OUT_06266,232.52553,405.52115
OUT_06267,61.3737,195.75772
OUT_06268,84.48984,220.13939
OUT_06269,57.083485,182.6066
OUT_06270,73.78995,195.83157
OUT_06271,905.40094,1095.097
OUT_06272,241.7336,391.30606
OUT_06273,67.06619,194.20836
OUT_06274,69.6481,201.32402
OUT_06275,222.03505,412.57602
OUT_06276,279.86487,408.9083
OUT_06277,262.3567,434.20465
OUT_06278,1889.2949,2134.6956
OUT_06279,897.8167,1113.8938
OUT_06280,285.60364,428.9336
OUT_06281,267.99863,390.97778
OUT_06282,67.66455,193.12982
OUT_06283,74.96561,198.412
OUT_06284,880.99084,1158.7124
OUT_06285,69.384476,191.39816
OUT_06286,68.17073,198.3853
OUT_06287,57.8047,191.51033
OUT_06288,79.304,204.93819
OUT_06289,909.8499,1308.2073
OUT_06290,66.41786,190.33821
OUT_06291,86.95747,201.89014
OUT_06292,64.774506,188.57092
OUT_06293,281.34686,428.09518
OUT_06294,60.974834,174.01894
OUT_06295,90.12346,199.3867
OUT_06296,278.34558,409.5869
OUT_06297,48.309063,167.68727
OUT_06298,57.273594,182.9702
OUT_06299,282.6737,448.10416
OUT_06300,274.56732,403.2821
OUT_06301,231.14616,367.85828
OUT_06302,81.69878,198.88022
OUT_06303,74.7854,195.90935
OUT_06304,1890.1838,2135.6843
OUT_06305,67.00401,188.68257
OUT_06306,46.95155,175.48872
OUT_06307,80.07341,198.18546
OUT_06308,257.18286,435.78442
OUT_06309,68.54607,196.67552
OUT_06310,69.219025,198.627
OUT_06311,237.93343,408.63452
OUT_06312,80.44658,204.47472
OUT_06313,68.85321,191.70316
OUT_06314,78.6192,203.01303
OUT_06315,901.99835,1161.8047
OUT_06316,275.96478,412.3481
OUT_06317,65.28003,191.39203
OUT_06318,54.69537,180.2953
OUT_06319,274.2334,423.5035
OUT_06320,232.04292,403.82162
OUT_06321,1647.2,2143.329
OUT_06322,69.24075,196.49634
OUT_06323,904.2783,1108.6227
OUT_06324,57.825268,185.92908
OUT_06325,75.09352,194.53944
OUT_06326,280.9458,433.20538
OUT_06327,919.19086,1304.1287
OUT_06328,220.31056,408.50668
OUT_06329,62.33212,193.08252
OUT_06330,59.83678,188.9257
OUT_06331,233.02138,406.63516
OUT_06332,874.3091,1097.0304
OUT_06333,80.288956,200.54617
OUT_06334,33.715694,148.69362
OUT_06335,63.588947,194.3286
OUT_06336,896.0441,1145.8799
OUT_06337,81.36113,199.30336
OUT_06338,62.007565,181.54259
OUT_06339,277.57532,412.02548
OUT_06340,904.6629,1107.639
OUT_06341,224.76924,344.65796
OUT_06342,284.114,424.01205
OUT_06343,62.639217,186.10167
OUT_06344,44.063732,163.71811
OUT_06345,64.20703,184.84479
OUT_06346,77.69951,204.21916
OUT_06347,254.7328,426.30573
OUT_06348,252.92427,424.4779
OUT_06349,238.0113,427.8439
OUT_06350,233.4322,404.26224
OUT_06351,250.5212,415.06653
OUT_06352,243.25752,406.0356
OUT_06353,236.82503,404.0763
OUT_06354,67.1936,194.64584
OUT_06355,82.18315,210.72533
OUT_06356,1888.5632,2139.526
OUT_06357,71.49687,198.67375
OUT_06358,1566.2168,2143.329
OUT_06359,281.36542,411.61795
OUT_06360,62.969387,186.71419
OUT_06361,478.67062,1109.5199
OUT_06362,51.544155,170.65959
OUT_06363,64.5735,188.76796
OUT_06364,76.38788,194.75862
OUT_06365,262.42578,388.3415
OUT_06366,76.39848,242.62617
OUT_06367,896.3107,1160.451
OUT_06368,73.64879,191.76828
OUT_06369,281.10278,412.29315
OUT_06370,897.7132,1060.056
OUT_06371,79.04315,202.16528
OUT_06372,284.52502,414.6778
OUT_06373,1886.3901,2137.9595
OUT_06374,67.34737,187.37845
OUT_06375,894.7478,1099.1853
OUT_06376,256.4314,385.80994
OUT_06377,263.7771,417.44638
OUT_06378,72.8712,194.21733
OUT_06379,275.66992,405.21243
OUT_06380,57.733738,179.61691
OUT_06381,1591.8467,2138.43
OUT_06382,251.18105,427.93396
OUT_06383,72.588486,194.83968
OUT_06384,84.16658,198.55559
OUT_06385,69.865616,196.20079
OUT_06386,898.92505,1075.1172
OUT_06387,1573.6873,2137.9595
OUT_06388,76.34718,205.55927
OUT_06389,57.62891,182.50713
OUT_06390,205.64207,329.79498
OUT_06391,66.33606,193.9741
OUT_06392,2012.3324,2136.6187
OUT_06393,60.40176,191.21922
OUT_06394,68.67781,193.99016
OUT_06395,60.515537,190.14513
OUT_06396,50.750866,170.55614
OUT_06397,60.674435,184.7105
OUT_06398,77.2697,196.96265
OUT_06399,251.64131,388.93057
OUT_06400,241.951,412.2946
OUT_06401,68.919464,197.47304
OUT_06402,904.49927,1246.2852
OUT_06403,902.30414,1522.1113
OUT_06404,902.5034,1080.4814
OUT_06405,234.95985,404.1877
OUT_06406,921.86945,1096.2325
OUT_06407,75.10689,200.56393
OUT_06408,56.299053,185.90604
OUT_06409,59.326015,188.85185
OUT_06410,923.5573,1181.28
OUT_06411,44.151417,158.25142
OUT_06412,63.32391,185.52766
OUT_06413,242.89308,404.08032
OUT_06414,2016.7924,2147.8044
OUT_06415,284.68842,688.7722
OUT_06416,264.3128,416.19055
OUT_06417,924.3167,1127.0515
OUT_06418,84.63165,197.84238
OUT_06419,70.18521,197.06374
OUT_06420,919.0249,1389.6855
OUT_06421,58.704723,183.40247
OUT_06422,78.5517,195.06929
OUT_06423,76.22594,201.48099
OUT_06424,282.35187,411.20135
OUT_06425,77.15129,203.62918
OUT_06426,83.87431,200.6271
OUT_06427,911.20386,1355.3097
OUT_06428,72.45227,200.37094
OUT_06429,60.18751,189.06987
OUT_06430,243.40694,411.5293
OUT_06431,283.08514,410.7926
OUT_06432,921.66876,1334.2913
OUT_06433,215.72353,385.86053
OUT_06434,262.22534,386.98874
OUT_06435,71.56067,195.02771
OUT_06436,904.5344,1250.791
OUT_06437,72.11632,192.14998
OUT_06438,88.69887,201.41237
OUT_06439,940.35925,1336.6508
OUT_06440,280.54443,414.9501
OUT_06441,280.278,414.89053
OUT_06442,183.19368,421.01233
OUT_06443,75.30449,201.5517
OUT_06444,74.44667,195.62047
OUT_06445,280.66956,423.9238
OUT_06446,53.97697,184.40984
OUT_06447,65.5508,190.55626
OUT_06448,71.2516,189.8016
OUT_06449,68.36546,195.6995
OUT_06450,66.87857,193.60344
OUT_06451,62.95165,187.46863
OUT_06452,75.02591,195.47606
OUT_06453,69.28523,199.97256
OUT_06454,271.19556,419.23767
OUT_06455,68.23477,200.22821
OUT_06456,77.89653,191.69643
OUT_06457,87.83794,197.28484
OUT_06458,90.24431,207.50055
OUT_06459,24.719074,144.35693
OUT_06460,245.71828,413.3488
OUT_06461,85.36403,202.38777
OUT_06462,905.86414,1113.8813
OUT_06463,74.489075,202.74498
OUT_06464,79.338974,198.61574
OUT_06465,282.1134,414.82983
OUT_06466,903.26794,1098.0786
OUT_06467,251.89925,436.7272
OUT_06468,58.302402,181.29422
OUT_06469,57.09515,188.47151
OUT_06470,62.226955,189.16177
OUT_06471,253.03743,432.0404
OUT_06472,919.2845,1133.6073
OUT_06473,235.87843,393.52496
OUT_06474,77.76378,202.05208
OUT_06475,276.8695,409.15015
OUT_06476,248.8329,394.90024
OUT_06477,63.73666,183.14584
OUT_06478,63.826275,192.7277
OUT_06479,57.96346,185.33699
OUT_06480,253.96541,424.2577
OUT_06481,279.55817,413.45285
OUT_06482,68.42346,207.59254
OUT_06483,68.890015,217.6975
OUT_06484,74.377975,199.31828
OUT_06485,75.94754,201.58899
OUT_06486,74.58594,201.34744
OUT_06487,251.96925,418.40643
OUT_06488,73.267334,195.61731
OUT_06489,75.98392,197.48041
OUT_06490,890.0863,1066.7279
OUT_06491,77.640274,192.32115
OUT_06492,290.47516,441.83936
OUT_06493,233.24916,404.08032
OUT_06494,87.15709,193.0113
OUT_06495,70.81746,198.12747
OUT_06496,243.1775,403.46808
OUT_06497,76.15242,198.51459
OUT_06498,77.43509,195.67957
OUT_06499,1889.074,2139.158
OUT_06500,70.15938,192.87175
OUT_06501,903.30615,1036.4648
OUT_06502,917.52673,1402.6814
OUT_06503,64.53265,191.9845
OUT_06504,57.574757,179.329
OUT_06505,66.37271,194.5602
OUT_06506,70.60756,191.52147
OUT_06507,854.62286,1081.3008
OUT_06508,49.99336,174.88634
OUT_06509,237.34273,426.1032
OUT_06510,75.6313,200.03458
OUT_06511,75.045944,201.75903
OUT_06512,282.68665,403.46808
OUT_06513,69.68785,194.77176
OUT_06514,247.66432,405.3438
OUT_06515,237.77882,404.08032
OUT_06516,68.577576,194.53172
OUT_06517,63.87054,186.60765
OUT_06518,906.9003,1106.6625
OUT_06519,241.01564,403.40353
OUT_06520,53.584476,174.42596
OUT_06521,54.91524,181.1145
OUT_06522,281.41412,431.48596
OUT_06523,244.89528,402.83762
OUT_06524,66.197754,193.58852
OUT_06525,57.782925,182.49277
OUT_06526,247.86372,407.7648
OUT_06527,54.946407,170.64818
OUT_06528,55.400066,189.8387
OUT_06529,895.8271,1080.308
OUT_06530,67.25076,189.98973
OUT_06531,261.83002,427.35944
OUT_06532,245.5425,412.54263
OUT_06533,83.796814,208.96
OUT_06534,238.25648,394.2548
OUT_06535,814.63855,1046.4001
OUT_06536,258.01874,413.4497
OUT_06537,55.196575,180.39597
OUT_06538,887.7602,1157.4348
OUT_06539,66.34938,190.93185
OUT_06540,891.35077,1028.4161
OUT_06541,73.283264,193.26807
OUT_06542,72.483795,198.88342
OUT_06543,225.39973,430.54553
OUT_06544,82.47319,196.75258
OUT_06545,889.75714,1214.8917
OUT_06546,66.72247,194.12819
OUT_06547,72.74051,195.97818
OUT_06548,65.65912,189.83981
OUT_06549,45.682972,175.16772
OUT_06550,242.12624,408.20456
OUT_06551,268.6147,406.94534
OUT_06552,224.31178,384.59302
OUT_06553,271.90735,403.46808
OUT_06554,70.113434,197.10641
OUT_06555,262.44525,454.98132
OUT_06556,922.97125,1133.6073
OUT_06557,223.47969,408.72183
OUT_06558,89.30202,200.07341
OUT_06559,898.9941,1076.7108
OUT_06560,45.43532,169.09206
OUT_06561,254.3177,406.32315
OUT_06562,64.78595,185.05402
OUT_06563,77.7711,201.8384
OUT_06564,77.72238,200.06857
OUT_06565,901.7021,1054.3928
OUT_06566,77.86099,199.24022
OUT_06567,75.112656,225.37082
OUT_06568,245.7964,410.4758
OUT_06569,72.62793,199.49669
OUT_06570,57.834858,182.18944
OUT_06571,209.6187,404.85458
OUT_06572,76.09332,201.29417
OUT_06573,65.16739,191.78381
OUT_06574,894.22986,1080.0898
OUT_06575,267.33444,392.414
OUT_06576,63.37196,190.37112
OUT_06577,77.892654,202.42084
OUT_06578,82.51944,204.29086
OUT_06579,896.9407,1065.6902
OUT_06580,74.44136,195.472
OUT_06581,58.357357,178.72171
OUT_06582,64.35579,200.03456
OUT_06583,67.96727,199.88788
OUT_06584,61.759144,184.57687
OUT_06585,66.28514,197.02106
OUT_06586,235.14754,409.2609
OUT_06587,908.96124,1125.0614
OUT_06588,78.53441,212.90927
OUT_06589,925.9687,1138.0048
OUT_06590,908.1441,1125.6211
OUT_06591,80.89899,193.35703
OUT_06592,69.05879,197.18277
OUT_06593,266.46918,413.067
OUT_06594,73.51849,223.73178
OUT_06595,81.08226,201.457
OUT_06596,269.54364,404.54962
OUT_06597,68.68787,192.44034
OUT_06598,77.96306,204.7745
OUT_06599,923.24457,1182.9137
OUT_06600,278.13794,410.61783
OUT_06601,68.88428,195.93741
OUT_06602,47.415127,166.5729
OUT_06603,249.27632,409.9211
OUT_06604,288.56476,430.59543
OUT_06605,70.660736,197.19844
OUT_06606,64.48003,190.68898
OUT_06607,72.562164,201.36835
OUT_06608,911.8063,1442.7329
OUT_06609,296.60663,380.78952
OUT_06610,84.388504,201.19621
OUT_06611,58.616085,184.74513
OUT_06612,274.0302,404.1891
OUT_06613,882.54895,1078.4141
OUT_06614,73.614655,198.80843
OUT_06615,892.8975,1159.7012
OUT_06616,250.47829,414.01633
OUT_06617,279.09338,415.06653
OUT_06618,75.73709,195.78244
OUT_06619,77.75513,204.38872
OUT_06620,76.30698,200.85815
OUT_06621,73.35278,194.62645
OUT_06622,79.809494,202.9125
OUT_06623,44.16737,159.73132
OUT_06624,247.3531,411.62463
OUT_06625,1632.958,2136.0989
OUT_06626,279.51953,411.4509
OUT_06627,49.47559,170.40027
OUT_06628,238.83443,400.8614
OUT_06629,471.4083,1060.8992
OUT_06630,245.82344,406.32883
OUT_06631,903.2915,1106.3873
OUT_06632,69.38722,204.8267
OUT_06633,76.88806,196.45802
OUT_06634,260.75208,407.42935
OUT_06635,84.861374,206.09735
OUT_06636,62.044216,184.52408
OUT_06637,255.28554,408.16483
OUT_06638,60.54173,181.84605
OUT_06639,81.292145,206.92612
OUT_06640,72.60417,198.43259
OUT_06641,71.14421,195.76921
OUT_06642,69.36989,197.10945
OUT_06643,69.75612,195.20224
OUT_06644,75.05133,200.84636
OUT_06645,877.2487,1067.4453
OUT_06646,243.29341,406.66168
OUT_06647,282.9547,427.24576
OUT_06648,908.1819,1201.0397
OUT_06649,245.33943,393.2607
OUT_06650,74.8694,194.40926
OUT_06651,236.93806,385.5
OUT_06652,65.03897,199.14629
OUT_06653,62.463314,180.69188
OUT_06654,77.23064,201.50992
OUT_06655,897.1507,1070.3495
OUT_06656,73.37604,198.18063
OUT_06657,249.36201,413.20126
OUT_06658,1500.4717,2126.9844
OUT_06659,70.15045,194.7682
OUT_06660,923.2806,1136.0217
OUT_06661,65.48349,193.132
OUT_06662,242.53432,404.01175
OUT_06663,1540.1562,2143.563
OUT_06664,244.55043,403.46808
OUT_06665,70.48918,194.71077
OUT_06666,278.73834,447.35178
OUT_06667,66.63025,189.95355
OUT_06668,283.0266,477.06024
OUT_06669,49.756268,170.50908
OUT_06670,62.75925,195.19264
OUT_06671,75.46605,201.17601
OUT_06672,95.30296,226.26947
OUT_06673,68.526566,194.18683
OUT_06674,70.20151,200.31406
OUT_06675,75.90808,199.56944
OUT_06676,60.536083,184.00221
OUT_06677,903.84625,1092.4235
OUT_06678,273.82263,415.31796
OUT_06679,281.9317,437.67334
OUT_06680,77.57048,201.56361
OUT_06681,82.82886,222.2252
OUT_06682,915.20856,1136.9417
OUT_06683,65.84595,184.41422
OUT_06684,241.08247,405.52115
OUT_06685,63.081142,194.87537
OUT_06686,263.6848,428.23523
OUT_06687,71.66513,197.51642
OUT_06688,57.243282,181.1821
OUT_06689,73.55788,204.58223
OUT_06690,248.04366,366.14948
OUT_06691,41.107616,170.09673
OUT_06692,286.388,416.41547
OUT_06693,64.70221,188.42064
OUT_06694,245.69563,405.5943
OUT_06695,287.60028,431.84552
OUT_06696,898.8292,1094.1738
OUT_06697,80.74312,291.14584
OUT_06698,904.0475,1205.8434
OUT_06699,1888.2664,2130.5286
OUT_06700,70.63315,200.02429
OUT_06701,252.20552,415.38272
OUT_06702,249.09554,415.76782
OUT_06703,266.9887,404.32678
OUT_06704,242.71327,404.25766
OUT_06705,60.666294,190.60307
OUT_06706,280.4206,414.92566
OUT_06707,281.62164,403.46808
OUT_06708,59.642742,183.396
OUT_06709,57.23666,177.34644
OUT_06710,240.0312,404.0763
OUT_06711,890.559,1146.2458
OUT_06712,52.79687,180.98752
OUT_06713,77.98953,197.3578
OUT_06714,75.92375,200.43916
OUT_06715,51.504856,178.88916
OUT_06716,73.008514,196.6935
OUT_06717,281.8827,415.31796
OUT_06718,895.0356,1120.7893
OUT_06719,61.748074,188.04819
OUT_06720,917.13086,1326.9635
OUT_06721,267.70178,404.1891
OUT_06722,58.25424,184.94872
OUT_06723,59.288235,189.9947
OUT_06724,914.4913,1068.8805
OUT_06725,904.45874,1087.2181
OUT_06726,224.56105,398.0059
OUT_06727,245.68513,406.94107
OUT_06728,80.13562,197.22209
OUT_06729,62.967915,186.9666
OUT_06730,67.67813,193.09332
OUT_06731,70.03253,195.85052
OUT_06732,44.99197,150.25871
OUT_06733,2014.5619,2132.2898
OUT_06734,228.60863,368.84296
OUT_06735,68.100815,193.90594
OUT_06736,891.2719,1104.3026
OUT_06737,69.923996,192.7619
