Outlet_ID,Outlet_Type,Outlet_Size,dominant_distributor,observed_mean_monthly_liters,predicted_potential_liters,headroom_liters,competitive_intensity,bill_per_liter,Trade_Spend_Allocation_LKR,expected_incremental_liters,expected_incremental_revenue_lkr,liters_per_1000_lkr
OUT_06279,Pharmacy,Large,DIST_W_01,556.8407076234434,1141.889,585.0482923765564,0.375,251.1249997030844,2091.79,44.94,11286.33,21.48
OUT_00191,Hotel,Large,DIST_W_03,522.9717243383814,1218.789,695.8172756616186,0.375,254.629820980654,2085.15,44.49,11327.75,21.34
OUT_01012,Hotel,Medium,DIST_W_02,157.85028520579468,417.339,259.4887147942053,0.125,248.16114833577723,2083.67,47.68,11832.27,22.88
OUT_01375,Grocery,Large,DIST_W_02,571.4382002450974,1131.56,560.1217997549026,0.25,264.18139501721555,2080.36,44.77,11828.49,21.52
OUT_03529,Bakery,Medium,DIST_W_02,139.73436117560163,439.015,299.28063882439835,0.375,229.48815316682465,2080.12,46.8,10739.04,22.5
OUT_06559,Kiosk,Large,DIST_W_03,525.89172152724,1214.216,688.3242784727599,0.25,268.6385734342804,2077.59,44.34,11910.72,21.34
OUT_03571,Eatery,Large,DIST_W_01,591.8704415030511,1262.42,670.549558496949,0.375,254.02131718475275,2077.22,44.37,11271.34,21.36
OUT_03061,Pharmacy,Large,DIST_W_02,554.6929685405754,1244.516,689.8230314594247,0.375,254.5476271160648,2076.61,44.31,11279.6,21.34
OUT_05064,Eatery,Medium,DIST_W_03,158.96448228203505,457.386,298.421517717965,0.375,229.5204268971621,2072.73,46.63,10701.59,22.5
OUT_00186,Pharmacy,Small,DIST_W_03,582.3602981127816,1016.135,433.7747018872184,0.375,243.70176992562483,2070.08,45.16,11005.49,21.82
OUT_05256,Bakery,Large,DIST_W_01,563.0306452811011,1199.229,636.1983547188989,0.375,253.08569126219345,2069.38,44.29,11208.35,21.4
OUT_03349,Eatery,Medium,DIST_W_03,140.3818786394782,441.389,301.0071213605218,0.25,242.91327520347275,2063.58,46.36,11260.77,22.47
OUT_03773,Bakery,Large,DIST_W_03,545.4870623727281,1152.153,606.6659376272719,0.25,266.1981388350542,2063.18,44.23,11774.92,21.44
OUT_00933,Kiosk,Large,DIST_W_03,558.793793555856,1235.511,676.7172064441439,0.375,254.3422271431878,2060.27,43.98,11186.34,21.35
OUT_03227,Grocery,Medium,DIST_W_02,126.95527807426885,351.653,224.69772192573117,0.125,239.01919434687392,2059.11,48.04,11483.37,23.33
OUT_06615,Smmt,Large,DIST_W_03,530.6470722061766,1165.384,634.7369277938234,0.25,267.23118204541953,2056.16,44.0,11757.31,21.4
OUT_03199,Bakery,Medium,DIST_W_01,143.6494873012244,350.51,206.86051269877558,0.375,208.07549474242802,2054.6,48.63,10118.33,23.67
OUT_08831,Bakery,Extra Large,DIST_W_02,1322.0640573799233,2476.658,1154.5939426200766,0.375,261.8491427758919,2052.46,43.18,11305.78,21.04
OUT_07490,Pharmacy,Large,DIST_W_01,573.4788853076224,1099.378,525.8991146923776,0.375,249.12683403838918,2051.78,44.26,11026.93,21.57
OUT_00306,Eatery,Small,DIST_W_02,531.6906014503965,951.723,420.0323985496035,0.25,256.5137074015471,2050.3,44.79,11489.9,21.85
OUT_03549,Eatery,Extra Large,DIST_W_02,1344.4787210213055,2504.705,1160.2262789786944,0.375,261.9127449436739,2049.83,43.12,11292.64,21.04
OUT_07156,Smmt,Large,DIST_W_03,557.8163443123277,1191.139,633.3226556876722,0.375,253.19679111679991,2048.39,43.83,11097.09,21.4
OUT_05740,Hotel,Medium,DIST_W_01,158.9213132267548,438.741,279.81968677324517,0.25,239.59562992988845,2047.72,46.33,11099.81,22.63
OUT_03770,Hotel,Medium,DIST_W_03,131.80034361897302,432.799,300.998656381027,0.25,243.30633161415085,2046.88,45.94,11178.42,22.44
OUT_03341,Bakery,Large,DIST_W_01,512.1282280744182,1241.675,729.5467719255818,0.375,255.78298092609833,2045.93,43.55,11139.59,21.29
OUT_01018,Eatery,Large,DIST_W_03,553.042627028291,1210.869,657.8263729717089,0.5,241.2814802249296,2042.26,43.63,10526.73,21.36
OUT_07045,Smmt,Medium,DIST_W_01,154.03855059739453,377.543,223.50444940260547,0.375,214.09032446383176,2041.19,47.6,10190.43,23.32
OUT_07489,Pharmacy,Medium,DIST_W_02,138.22880203846734,332.167,193.93819796153264,0.125,227.45159414379586,2039.97,48.85,11110.08,23.95
OUT_02576,Hotel,Extra Large,DIST_W_01,1346.761062828505,2564.175,1217.4139371714953,0.375,262.4721532161553,2034.02,42.74,11217.44,21.01
OUT_04165,Smmt,Large,DIST_W_03,531.5608530319683,1105.413,573.8521469680317,0.375,251.3327754236948,2032.21,43.64,10969.34,21.47
OUT_06695,Eatery,Medium,DIST_W_03,153.2308265548049,393.97,240.73917344519512,0.25,231.31700180313197,2031.29,46.8,10825.18,23.04
OUT_08008,Smmt,Medium,DIST_W_01,131.30531293657623,371.674,240.36868706342375,0.125,244.86922440254736,2029.81,46.77,11452.35,23.04
OUT_08700,Pharmacy,Medium,DIST_W_03,142.33615703230825,467.481,325.1448429676917,0.125,261.7816386393227,2029.35,45.18,11826.52,22.26
OUT_04063,Pharmacy,Large,DIST_W_01,558.2255988946214,1158.83,600.6044011053785,0.375,252.3237360513902,2029.11,43.49,10973.9,21.43
OUT_02058,Smmt,Large,DIST_W_02,522.24741742283,1296.428,774.1805825771701,0.5,244.05584318559642,2026.09,43.03,10502.65,21.24
OUT_02114,Grocery,Medium,DIST_W_01,138.60937606206528,391.727,253.1176239379347,0.375,222.25451852704046,2024.76,46.31,10292.27,22.87
OUT_03993,Smmt,Medium,DIST_W_03,147.55129838859804,383.586,236.03470161140197,0.125,243.9349968507951,2020.68,46.65,11379.88,23.09
OUT_08907,Bakery,Medium,DIST_W_01,155.80872769819595,375.41,219.60127230180407,0.25,225.47825129367033,2019.78,47.15,10632.31,23.34
OUT_01730,Hotel,Medium,DIST_W_03,155.65527350613613,405.968,250.3127264938639,0.375,221.82399475441176,2017.62,46.19,10246.38,22.89
OUT_07598,Eatery,Medium,DIST_W_03,148.95504508368268,458.943,309.98795491631734,0.25,245.389308956132,2016.64,45.07,11059.0,22.35
OUT_08549,Kiosk,Extra Large,DIST_W_02,1335.7928902693923,2499.903,1164.1101097306075,0.375,262.1171503939186,2015.9,42.39,11110.0,21.03
OUT_00745,Eatery,Medium,DIST_W_03,134.10940623978405,382.458,248.34859376021598,0.125,247.65117861109684,2010.29,46.05,11404.19,22.91
OUT_06617,Kiosk,Medium,DIST_W_02,142.56765857957544,454.789,312.22134142042455,0.125,260.4297507361056,2005.72,44.77,11659.37,22.32
OUT_04254,Smmt,Large,DIST_W_02,578.2686991782269,1235.639,657.370300821773,0.375,254.3422665383671,2001.36,42.72,10866.5,21.35
OUT_05007,Hotel,Extra Large,DIST_W_03,1294.9035937659185,2390.167,1095.2634062340815,0.375,261.5800674821252,1997.46,42.04,10997.19,21.05
OUT_08102,Eatery,Medium,DIST_W_01,141.11349133019488,407.444,266.3305086698051,0.0,268.19903809711565,1992.91,45.2,12123.61,22.68
OUT_08143,Hotel,Medium,DIST_W_02,122.31922933305341,384.058,261.7387706669466,0.0,267.12745758507555,1992.71,45.29,12098.93,22.73
OUT_05396,Pharmacy,Medium,DIST_W_03,163.47637373266014,487.807,324.3306262673399,0.375,234.90003606856553,1991.08,44.26,10396.65,22.23
OUT_08929,Grocery,Extra Large,DIST_W_01,1324.0453802901236,2512.253,1188.2076197098766,0.375,262.4472665287152,1990.3,41.82,10975.82,21.01
OUT_08436,Pharmacy,Medium,DIST_W_03,130.91035711279207,403.411,272.50064288720796,0.25,239.79076736633246,1986.8,44.93,10773.88,22.61
OUT_00633,Smmt,Large,DIST_W_03,548.3983086626029,1179.976,631.5776913373973,0.375,253.7850579770602,1981.24,42.34,10745.6,21.37
OUT_07515,Bakery,Large,DIST_W_03,557.7103883964195,1314.566,756.8556116035805,0.25,271.16960871067545,1981.18,42.08,11410.85,21.24
OUT_03953,Grocery,Medium,DIST_W_02,129.87782642844843,421.831,291.9531735715516,0.125,257.72663523613335,1981.17,44.46,11458.34,22.44
OUT_06608,Bakry,Large,DIST_W_01,549.5537528356081,1098.875,549.3212471643919,0.25,264.8843734215064,1980.42,42.57,11275.04,21.5
OUT_01954,Smmt,Medium,DIST_W_03,155.74791287342055,471.251,315.50308712657943,0.375,234.04217177625105,1977.94,44.05,10309.61,22.27
OUT_08286,Eatery,Medium,DIST_W_02,133.5835360284664,364.525,230.94146397153358,0.0,259.24524129997036,1975.34,45.6,11821.23,23.08
OUT_00891,Bakery,Medium,DIST_W_03,173.7896749135777,460.844,287.0543250864223,0.375,230.09552347299658,1969.33,44.24,10180.11,22.46
OUT_02025,Hotel,Extra Large,DIST_W_03,1327.8538897644673,2545.541,1217.6871102355328,0.375,262.78445819188937,1969.12,41.35,10865.93,21.0
OUT_06186,Hotel,Large,DIST_W_03,520.4875989101558,1121.534,601.0464010898443,0.25,267.0001811012709,1968.76,42.15,11252.73,21.41
OUT_03335,Bakery,Medium,DIST_W_01,139.2937562534331,415.599,276.30524374656693,0.125,255.1693433398184,1968.43,44.4,11329.64,22.56
OUT_08935,Pharmacy,Medium,DIST_W_02,142.5023749027336,390.154,247.6516250972664,0.125,248.81331646762064,1968.07,44.97,11190.01,22.85
OUT_01288,Pharmacy,Large,DIST_W_03,530.5552884005681,1141.347,610.7917115994319,0.25,267.36141977207706,1966.13,42.06,11245.21,21.39
OUT_07772,Bakery,Large,DIST_W_03,543.0898310436626,1171.603,628.5131689563375,0.375,253.84688601599137,1965.18,41.99,10659.8,21.37
OUT_02298,Pharmacy,Large,DIST_W_03,513.6040095118129,1211.348,697.743990488187,0.25,269.9276226287911,1963.98,41.81,11286.12,21.29
OUT_05538,Kiosk,Medium,DIST_W_02,135.35912404077152,457.534,322.1748759592285,0.25,248.2891383376978,1962.1,43.59,10821.74,22.22
OUT_08127,Hotel,Large,DIST_W_01,519.0631180045145,1081.69,562.6268819954855,0.25,265.64544211725564,1961.86,42.11,11185.17,21.46
OUT_01111,Bakry,Medium,DIST_W_03,154.43376567607615,400.365,245.93123432392386,0.375,222.4235657745821,1961.36,44.84,9973.67,22.86
OUT_08844,Pharmacy,Medium,DIST_W_03,136.56549987589662,415.146,278.5805001241034,0.125,255.8150382894342,1960.96,44.17,11300.49,22.52
OUT_05509,Pharmacy,Medium,DIST_W_02,152.4432390280023,400.277,247.8337609719977,0.5,211.83881761719624,1956.6,44.67,9463.55,22.83
OUT_05094,Hotel,Medium,DIST_W_01,129.9794303123547,420.047,290.06756968764535,0.25,243.73369472960195,1955.08,43.84,10686.16,22.42
OUT_07930,Grocery,Large,DIST_W_01,523.458168741621,1114.516,591.0578312583791,0.25,266.8397391174632,1950.88,41.77,11147.21,21.41
OUT_01211,Hotel,Medium,DIST_W_01,146.03202231790726,378.7,232.66797768209273,0.375,219.55963170265392,1949.62,44.87,9852.12,23.01
OUT_07227,Pharmacy,Large,DIST_W_02,566.7496762810299,1180.903,614.1533237189701,0.375,253.5745126033943,1948.0,41.65,10561.01,21.38
OUT_08346,Hotel,Medium,DIST_W_03,143.98844228059485,327.448,183.45955771940513,0.125,226.81331466885334,1942.97,46.59,10567.66,23.98
OUT_01374,Eatery,Medium,DIST_W_03,153.46973164415613,420.3,266.8302683558439,0.125,254.03050348265256,1940.77,43.88,11146.21,22.61
OUT_05351,Kiosk,Large,DIST_W_02,550.7155896983038,1078.954,528.2384103016961,0.375,250.52267350444126,1940.75,41.75,10458.98,21.51
OUT_08216,Eatery,Large,DIST_W_01,548.5831635752767,1039.132,490.5488364247234,0.375,248.80644563914683,1939.38,41.86,10416.24,21.58
OUT_00398,Pharmacy,Medium,DIST_W_03,540.328603414247,997.46,457.131396585753,0.25,260.8055971707231,1934.89,41.92,10931.9,21.67
OUT_01879,Smmt,Extra Large,DIST_W_01,1329.8652622048348,2417.299,1087.4337377951651,0.375,261.8432245342604,1934.18,40.69,10654.1,21.04
OUT_03531,Bakery,Medium,DIST_W_01,147.37809686807145,339.04,191.66190313192857,0.125,231.18978933171243,1934.04,45.92,10615.3,23.74
OUT_00853,Bakery,Extra Large,DIST_W_01,1319.1663294316004,2545.748,1226.5816705683997,0.375,263.02103608172274,1933.58,40.58,10674.57,20.99
OUT_05960,Eatery,Large,DIST_W_01,528.8479519144497,1148.037,619.1890480855503,0.25,267.98308074991223,1932.76,41.3,11067.07,21.37
OUT_04544,Smmt,Medium,DIST_W_03,142.0611594521195,387.191,245.12984054788046,0.125,249.36138537208532,1930.89,44.07,10990.27,22.82
OUT_04270,Kiosk,Medium,DIST_W_01,145.78007886126872,436.941,291.1609211387313,0.25,244.501778468528,1930.83,43.23,10569.81,22.39
OUT_05682,Eatery,Large,DIST_W_01,548.0276310586955,1062.619,514.5913689413044,0.375,250.04742191086478,1930.55,41.57,10394.25,21.53
OUT_06217,Pharmacy,Medium,DIST_W_02,141.7705920333842,409.369,267.5984079666158,0.25,240.39903846497646,1928.51,43.56,10470.62,22.59
OUT_03085,Smmt,Small,DIST_W_01,52.667476894062716,248.31,195.6425231059373,0.5,198.29404293919546,1926.43,45.52,9026.33,23.63
OUT_03616,Hotel,Large,DIST_W_03,543.5978378600237,1230.873,687.2751621399764,0.25,270.0315395832423,1923.21,40.94,11053.9,21.29
OUT_00663,Hotel,Medium,DIST_W_01,152.34286739788743,438.457,286.1141326021126,0.25,243.8658121510403,1923.1,43.11,10514.12,22.42
OUT_03503,Grocery,Medium,DIST_W_02,134.9703235244079,389.413,254.44267647559212,0.25,237.86933925202905,1922.45,43.66,10384.32,22.71
OUT_08801,Grocery,Medium,DIST_W_02,130.9571236773857,423.559,292.6018763226143,0.125,259.4379550041764,1918.69,42.91,11132.75,22.36
OUT_08717,Bakery,Medium,DIST_W_02,144.90021065722965,378.535,233.63478934277038,0.125,247.0127870539931,1910.05,43.81,10822.06,22.94
OUT_05916,Kiosk,Medium,DIST_W_03,137.772902123653,404.322,266.549097876347,0.125,254.85718426421224,1909.86,43.11,10985.98,22.57
OUT_00319,Bakery,Medium,DIST_W_03,497.1308064233219,900.262,403.131193576678,0.125,272.67319041896394,1906.64,41.57,11335.24,21.8
OUT_03353,Eatery,Extra Large,DIST_W_03,1346.8976292021405,2591.124,1244.2263707978593,0.375,263.2985239051987,1901.93,39.9,10505.37,20.98
OUT_01191,Pharmacy,Medium,DIST_W_02,147.8001014658704,395.66,247.85989853412963,0.125,251.0110932465531,1899.93,43.22,10848.59,22.75
OUT_01304,Bakery,Large,DIST_W_02,548.7806721294912,1111.873,563.0923278705088,0.25,266.38556934585273,1898.53,40.69,10838.97,21.43
OUT_05523,Smmt,Large,DIST_W_03,501.69356780218146,1072.995,571.3014321978185,0.25,266.7158964138627,1896.73,40.62,10835.33,21.42
OUT_04754,Hotel,Medium,DIST_W_03,181.9841700782494,435.118,253.1338299217506,0.25,238.47646949051793,1891.47,42.9,10229.63,22.68
OUT_03345,Hotel,Large,DIST_W_01,503.5440496974658,1070.579,567.0349503025341,0.25,266.68099888929885,1885.66,40.39,10771.38,21.42
OUT_08338,Kiosk,Medium,DIST_W_02,137.82552985719133,394.135,256.30947014280866,0.25,239.39248600159695,1882.86,42.62,10202.01,22.64
OUT_07806,Grocery,Medium,DIST_W_03,141.0585411627617,412.222,271.1634588372383,0.25,242.29669894422364,1882.45,42.34,10259.64,22.49
OUT_01270,Pharmacy,Large,DIST_W_02,515.1955788990231,1188.656,673.4604211009769,0.375,255.83906401518058,1882.33,40.06,10249.92,21.28
OUT_01130,Pharmacy,Large,DIST_W_02,544.3785056939171,1249.486,705.107494306083,0.375,256.6179975145169,1878.8,39.93,10246.13,21.25
OUT_04122,Eatery,Medium,DIST_W_01,121.95561149508127,327.239,205.28338850491872,0.0,254.0763938281245,1878.43,43.82,11132.95,23.33
OUT_03803,Kiosk,Large,DIST_W_03,519.8920900570529,1119.777,599.8849099429472,0.25,267.94949309974186,1875.67,40.08,10739.49,21.37
OUT_04258,Smmt,Medium,DIST_W_03,146.020635680949,423.968,277.947364319051,0.125,258.02197243099204,1875.2,42.06,10851.48,22.43
OUT_04120,Kiosk,Extra Large,DIST_W_01,1302.036963618791,2502.945,1200.908036381209,0.375,263.15361113953946,1865.69,39.15,10302.39,20.98
OUT_05424,Eatery,Medium,DIST_W_01,154.8171374595438,467.841,313.0238625404562,0.375,236.1925218140815,1859.98,41.23,9738.12,22.17
OUT_04256,Bakry,Medium,DIST_W_03,149.44827587202403,415.235,265.78672412797596,0.25,241.89807371465437,1859.95,41.87,10128.92,22.51
OUT_00356,Smmt,Medium,DIST_W_01,574.6876739059124,889.865,315.17732609408756,0.25,249.62666933514728,1858.5,41.17,10277.23,22.15
OUT_00732,Kiosk,Medium,DIST_W_01,141.69762424558886,388.685,246.98737575441115,0.125,252.13517347326916,1857.37,42.15,10628.57,22.69
OUT_04733,Pharmacy,Large,DIST_W_03,536.6687886887877,1146.812,610.1432113112122,0.375,254.36466530592165,1855.31,39.6,10073.94,21.34
OUT_05090,Kiosk,Medium,DIST_W_03,144.44121561720948,379.041,234.59978438279052,0.25,235.35973190184637,1852.65,42.3,9956.07,22.83
OUT_00189,Grocery,Medium,DIST_W_01,523.2636981740475,949.639,426.37530182595253,0.375,246.38115734255356,1852.53,40.19,9901.95,21.69
OUT_00078,Eatery,Extra Large,DIST_W_01,555.1762918052685,1137.139,581.9627081947314,0.375,253.53639013085981,1849.58,39.55,10026.63,21.38
OUT_02640,Pharmacy,Medium,DIST_W_02,157.77708458644997,421.392,263.61491541355,0.25,241.76897931092728,1849.51,41.65,10069.45,22.52
OUT_00568,Hotel,Extra Large,DIST_W_02,1326.9250565601685,2519.497,1192.5719434398313,0.375,263.18180186476565,1846.95,38.75,10199.45,20.98
OUT_07845,Smmt,Large,DIST_W_02,533.3003654840754,1162.711,629.4106345159246,0.375,255.01258110392632,1846.04,39.36,10036.22,21.32
OUT_07418,Pharmacy,Large,DIST_W_01,565.6525114068576,1189.183,623.5304885931424,0.375,254.8677489137874,1843.83,39.32,10021.42,21.33
OUT_06148,Kiosk,Medium,DIST_W_01,146.51276352433354,394.221,247.70823647566647,0.25,238.73960874993293,1841.97,41.75,9967.22,22.67
OUT_07440,Eatery,Medium,DIST_W_01,140.44954619710285,416.076,275.6264538028972,0.625,209.34760993073377,1838.07,41.18,8620.07,22.4
OUT_02047,Bakery,Large,DIST_W_03,632.4105122699199,1492.72,860.3094877300801,0.625,235.02142723238296,1835.91,38.78,9113.5,21.12
OUT_08037,Kiosk,Large,DIST_W_03,566.2615803450286,1243.854,677.5924196549714,0.375,256.3591516841819,1834.89,39.01,10001.66,21.26
OUT_08458,Kiosk,Large,DIST_W_01,509.2111823970535,1213.662,704.4508176029465,0.25,271.2734105959363,1832.37,38.91,10555.74,21.23
OUT_02236,Kiosk,Extra Large,DIST_W_03,1319.863882112343,2428.151,1108.287117887657,0.375,262.5764173288924,1831.84,38.48,10104.44,21.01
OUT_08592,Bakery,Medium,DIST_W_02,155.82848964126208,415.346,259.5175103587379,0.5,217.32303428000588,1831.59,41.27,8969.33,22.53
OUT_06368,Smmt,Small,DIST_W_01,62.07687326576188,233.244,171.1671267342381,0.375,202.10233788454494,1830.75,44.0,8891.7,24.03
OUT_00010,Eatery,Small,DIST_W_01,602.1324012343044,1886.505,1284.3725987656958,0.375,263.9005278834738,1829.9,38.34,10119.02,20.95
OUT_06855,Grocery,Medium,DIST_W_02,136.51765234324031,370.38,233.86234765675968,0.25,235.89750784136092,1829.8,41.73,9844.13,22.81
OUT_08699,Smmt,Medium,DIST_W_02,180.8761547664086,424.853,243.9768452335914,0.375,225.90207032523875,1823.86,41.36,9344.37,22.68
OUT_08860,Grocery,Large,DIST_W_02,478.1389431407011,1034.064,555.925056859299,0.25,267.0382708344769,1817.65,38.91,10389.77,21.41
OUT_05163,Bakery,Medium,DIST_W_01,127.80745258269324,345.856,218.04854741730674,0.25,232.09557844886945,1817.33,41.8,9700.64,23.0
OUT_00203,Grocery,Small,DIST_W_03,572.5562716742445,921.314,348.75772832575547,0.25,254.3039339067764,1817.21,39.88,10140.57,21.95
OUT_02494,Grocery,Medium,DIST_W_01,137.83344476980722,385.596,247.7625552301928,0.125,253.78175964274843,1810.14,40.94,10391.01,22.62
OUT_04718,Pharmacy,Large,DIST_W_02,500.26411377733854,1128.456,628.1918862226614,0.25,269.51206459238995,1809.51,38.55,10390.49,21.3
OUT_03262,Smmt,Medium,DIST_W_02,142.17820436654083,354.038,211.85979563345919,0.125,244.10233826705965,1809.31,41.76,10192.88,23.08
OUT_05257,Kiosk,Large,DIST_W_02,500.17401927360396,1181.239,681.064980726396,0.25,270.9259035112384,1809.18,38.44,10415.56,21.25
OUT_02484,Smmt,Medium,DIST_W_03,149.48755946843795,371.53,222.04244053156202,0.125,247.3738454705187,1805.14,41.37,10234.9,22.92
OUT_00034,Grocery,Large,DIST_W_03,606.8043488511416,1493.867,887.0626511488583,0.375,260.3543445069653,1803.4,38.05,9905.64,21.1
OUT_01458,Pharmacy,Medium,DIST_W_01,154.7192285066663,384.559,229.83977149333373,0.25,235.83117133957762,1800.39,41.07,9684.61,22.81
OUT_01985,Hotel,Large,DIST_W_03,566.0371145746278,1241.942,675.9048854253722,0.375,256.6284579186116,1799.81,38.25,9815.51,21.25
OUT_00050,Grocery,Extra Large,DIST_W_01,525.0535156321276,1134.752,609.6984843678723,0.25,269.0693184687305,1798.87,38.36,10321.0,21.32
OUT_04565,Bakry,Medium,DIST_W_01,154.78125555001137,404.104,249.32274444998862,0.25,240.370575247085,1797.78,40.61,9760.31,22.59
OUT_08512,Kiosk,Large,DIST_W_01,541.6025022832051,1184.236,642.633497716795,0.375,255.85968578920676,1793.95,38.18,9769.07,21.28
OUT_00693,Smmt,Medium,DIST_W_02,157.3817294108759,427.031,269.6492705891241,0.125,258.74774711689184,1793.1,40.16,10390.56,22.4
OUT_00164,Pharmacy,Small,DIST_W_02,566.2949063052499,957.19,390.89509369475013,0.25,258.4723002991715,1792.95,39.02,10085.32,21.76
OUT_00317,Grocery,small,DIST_W_03,511.53942933299476,999.512,487.9725706670052,0.25,264.4406970126043,1792.81,38.57,10198.45,21.51
OUT_06631,Smmt,Large,DIST_W_01,554.5872025312208,1182.795,628.2077974687793,0.375,255.52385203339352,1788.94,38.1,9735.42,21.3
OUT_00249,Bakery,Large,DIST_W_01,512.6720407624499,1222.801,710.12895923755,0.25,271.80528566696756,1786.96,37.91,10304.15,21.21
OUT_00271,Hotel,Small,DIST_W_02,528.3943507724023,839.899,311.5046492275977,0.125,265.603289056877,1781.49,39.37,10455.78,22.1
OUT_08582,Hotel,Medium,DIST_W_02,130.51854535679843,392.56,262.0414546432016,0.125,257.66487000485523,1780.35,39.96,10295.64,22.45
OUT_07061,Grocery,Large,DIST_W_01,500.6152243097012,1184.142,683.5267756902988,0.25,271.2719492785306,1778.1,37.76,10243.1,21.24
OUT_08791,Smmt,Medium,DIST_W_03,122.95869531860119,368.949,245.9903046813988,0.125,254.39561616955874,1777.44,40.16,10215.28,22.59
OUT_03975,Hotel,Medium,DIST_W_02,122.18537127777145,452.722,330.53662872222856,0.375,239.9017619922752,1774.79,39.03,9363.16,21.99
OUT_06462,Eatery,Large,DIST_W_02,572.211458156832,1208.615,636.403541843168,0.375,255.88053973870834,1774.34,37.76,9662.67,21.28
OUT_05992,Kiosk,Large,DIST_W_01,521.9350090091064,1056.515,534.5799909908937,0.25,266.7218690114465,1774.31,38.0,10136.13,21.42
OUT_07488,Grocery,Medium,DIST_W_01,183.635451108475,399.074,215.43854889152502,0.625,199.6704578090209,1771.1,40.66,8117.68,22.96
OUT_07635,Grocery,Large,DIST_W_03,544.181063315351,1125.573,581.3919366846491,0.375,254.34580142043578,1769.7,37.78,9608.77,21.35
OUT_05102,Bakery,Medium,DIST_W_01,138.30466805288083,358.456,220.1513319471192,0.25,234.32353851952996,1769.3,40.49,9487.93,22.88
OUT_01461,Kiosk,Large,DIST_W_02,493.65252623466927,1118.52,624.8674737653307,0.375,255.62662397965005,1768.7,37.66,9627.2,21.29
OUT_07329,Smmt,Medium,DIST_W_03,148.50667769160938,410.532,262.0253223083906,0.5,219.39109563891887,1764.81,39.57,8682.14,22.42
OUT_03097,Bakery,Large,DIST_W_02,558.1137144456075,1313.101,754.9872855543927,0.375,258.5801545194447,1762.21,37.31,9646.63,21.17
OUT_08489,Kiosk,Large,DIST_W_01,579.8337899312465,1213.904,634.0702100687535,0.375,255.97615553711617,1757.7,37.4,9573.79,21.28
OUT_05698,Eatery,Medium,DIST_W_03,123.73023736134598,378.264,254.53376263865403,0.25,242.58819377759718,1756.6,39.49,9579.35,22.48
OUT_00195,Eatery,Medium,DIST_W_02,502.86275940842705,958.566,455.703240591573,0.25,263.27174592141176,1756.54,37.87,9970.36,21.56
OUT_04567,Smmt,Small,DIST_W_01,48.08304861319379,183.522,135.4389513868062,0.0,216.85094287474462,1755.69,44.52,9653.59,25.36
OUT_08818,Pharmacy,Medium,DIST_W_03,138.17040647302753,437.27,299.09959352697246,0.125,264.55053919523635,1753.85,38.83,10273.6,22.14
OUT_07620,Kiosk,Medium,DIST_W_01,138.33668597710036,426.013,287.67631402289965,0.125,262.8493167706301,1753.77,38.96,10240.8,22.21
OUT_07181,Smmt,Medium,DIST_W_01,137.55780108396215,427.631,290.0731989160378,0.25,248.63525466607115,1752.11,38.89,9670.1,22.2
OUT_04174,Smmt,Large,DIST_W_03,560.8274221673735,1255.652,694.8245778326266,0.5,244.60121567150105,1751.35,37.16,9088.48,21.22
OUT_05283,Hotel,Medium,DIST_W_01,155.5297872719637,464.189,308.6592127280363,0.625,215.29078749149866,1750.56,38.66,8322.53,22.08
OUT_04361,Hotel,Medium,DIST_W_01,129.1330255006335,388.792,259.6589744993665,0.125,258.28709286591857,1742.64,39.06,10089.41,22.41
OUT_03319,Smmt,Medium,DIST_W_03,136.4134949233431,387.38,250.9665050766569,0.25,242.3290739977694,1741.1,39.16,9489.89,22.49
OUT_00795,Smmt,Large,DIST_W_03,510.84720371905576,1188.351,677.5037962809444,0.25,271.4838284196022,1739.58,36.93,10025.04,21.23
OUT_00318,Eatery,Small,DIST_W_01,550.4087643619758,976.825,426.4162356380242,0.25,261.82409116406416,1738.5,37.59,9841.17,21.62
OUT_05553,Hotel,Medium,DIST_W_03,171.43097379702314,434.511,263.0800262029769,0.125,259.0815918363581,1737.67,38.89,10075.66,22.38
OUT_00210,Grocery,Medium,DIST_W_02,533.5246457688932,903.945,370.4203542311069,0.25,257.8131755379317,1735.85,37.83,9751.91,21.79
OUT_07080,Bakery,Extra Large,DIST_W_02,1295.5052624511316,2416.08,1120.5747375488684,0.375,263.18268283010235,1735.28,36.41,9582.77,20.98
OUT_07924,Bakery,Large,DIST_W_01,512.6305574992671,1115.003,602.3724425007329,0.25,269.5191314760783,1734.46,36.95,9959.69,21.3
OUT_01908,Pharmacy,Large,DIST_W_01,504.99371024692334,1061.469,556.4752897530767,0.25,268.0295044813268,1732.95,37.02,9923.76,21.36
OUT_08893,Eatery,Medium,DIST_W_03,152.83179596310308,405.206,252.37420403689694,0.375,230.1657686426878,1728.78,38.83,8937.95,22.46
OUT_07432,Pharmacy,Large,DIST_W_02,572.9508259680389,1223.973,651.0221740319611,0.375,256.67538224758607,1728.42,36.73,9427.06,21.25
OUT_07273,Kiosk,Large,DIST_W_01,557.0759786731254,1280.113,723.0370213268747,0.375,258.2748605515281,1724.94,36.54,9437.07,21.18
OUT_04914,Eatery,Medium,DIST_W_03,146.53901726559255,370.782,224.24298273440743,0.25,236.95133842025652,1722.4,39.19,9286.37,22.75
