Outlet_ID,Trade_Spend_Allocation_LKR
OUT_02788,1263.36
OUT_00403,1263.28
OUT_04479,1260.1
OUT_07389,1259.63
OUT_03448,1258.38
OUT_00059,1258.14
OUT_05819,1257.52
OUT_07734,1257.26
OUT_03898,1255.97
OUT_02221,1254.72
OUT_08951,1254.22
OUT_03347,1253.82
OUT_05981,1253.63
OUT_04626,1253.33
OUT_05101,1252.61
OUT_05593,1251.87
OUT_06939,1249.99
OUT_00564,1248.47
OUT_08629,1248.24
OUT_01856,1246.41
OUT_02832,1245.54
OUT_04230,1243.63
OUT_07713,1243.5
OUT_07358,1243.38
OUT_01284,1242.98
OUT_00845,1242.16
OUT_06568,1242.07
OUT_08822,1241.96
OUT_02598,1240.37
OUT_04265,1239.91
OUT_00344,1239.78
OUT_03694,1238.21
OUT_01876,1236.64
OUT_07009,1236.15
OUT_01425,1235.28
OUT_08729,1235.21
OUT_08052,1234.2
OUT_05758,1232.89
OUT_06262,1229.96
OUT_07027,1228.11
OUT_02795,1227.53
OUT_05801,1227.52
OUT_02218,1226.76
OUT_01256,1226.18
OUT_05400,1225.39
OUT_02739,1224.8
OUT_00156,1223.57
OUT_00701,1222.41
OUT_00666,1222.21
OUT_06823,1220.79
OUT_05857,1219.93
OUT_02353,1217.69
OUT_03689,1216.75
OUT_03506,1215.67
OUT_08819,1215.45
OUT_05600,1214.87
OUT_07281,1214.11
OUT_03290,1213.4
OUT_00228,1212.77
OUT_06675,1211.87
OUT_07010,1211.74
OUT_06988,1210.56
OUT_04724,1210.45
OUT_00017,1210.15
OUT_01620,1209.87
OUT_02770,1209.79
OUT_08698,1207.74
OUT_01864,1207.44
OUT_03110,1207.06
OUT_08078,1207.06
OUT_05693,1204.61
OUT_04310,1204.15
OUT_04444,1203.03
OUT_00963,1202.85
OUT_04394,1202.66
OUT_03972,1202.11
OUT_02496,1202.08
OUT_07252,1201.28
OUT_08247,1201.2
OUT_08117,1201.17
OUT_06319,1199.71
OUT_07898,1198.26
OUT_04515,1197.27
OUT_03798,1195.09
OUT_06252,1195.07
OUT_04943,1194.17
OUT_05561,1194.08
OUT_01572,1193.93
OUT_00246,1193.4
OUT_03629,1193.4
OUT_03438,1193.08
OUT_00472,1191.5
OUT_00046,1191.35
OUT_04032,1190.77
OUT_01850,1190.17
OUT_00397,1189.61
OUT_06254,1189.24
OUT_06132,1189.0
OUT_04193,1186.55
OUT_02341,1186.26
OUT_03191,1186.17
OUT_00373,1184.69
OUT_04278,1183.21
OUT_06650,1180.4
OUT_03257,1180.29
OUT_02815,1180.23
OUT_08890,1179.56
OUT_04570,1176.33
OUT_00746,1175.99
OUT_03111,1175.63
OUT_08612,1175.61
OUT_02079,1175.23
OUT_06337,1174.47
OUT_00012,1173.48
OUT_07166,1172.77
OUT_06218,1171.47
OUT_03427,1169.7
OUT_05383,1169.33
OUT_00394,1169.03
OUT_01390,1168.81
OUT_00165,1168.3
OUT_06647,1166.94
OUT_01839,1166.63
OUT_06832,1165.51
OUT_01715,1164.68
OUT_07759,1164.42
OUT_05830,1163.1
OUT_05222,1162.78
OUT_01455,1162.64
OUT_04807,1161.42
OUT_00112,1160.66
OUT_05150,1160.21
OUT_03160,1159.67
OUT_01290,1159.08
OUT_00147,1158.24
OUT_04492,1156.45
OUT_05909,1154.9
OUT_05112,1152.49
OUT_00835,1151.8
OUT_08267,1151.04
OUT_00498,1150.99
OUT_01580,1150.96
OUT_06916,1150.89
OUT_06089,1150.86
OUT_06115,1150.77
OUT_08464,1150.31
OUT_05220,1150.14
OUT_04721,1147.29
OUT_02445,1146.68
OUT_01853,1144.82
OUT_01126,1143.42
OUT_07937,1143.41
OUT_06768,1141.93
OUT_04343,1141.92
OUT_06977,1141.4
OUT_00396,1141.23
OUT_00216,1140.27
OUT_06123,1139.98
OUT_07157,1138.61
OUT_05756,1136.75
OUT_03244,1135.83
OUT_07763,1135.06
OUT_01099,1133.49
OUT_07395,1133.02
OUT_04133,1132.96
OUT_07134,1132.6
OUT_01123,1132.01
OUT_07721,1131.71
OUT_07638,1131.57
OUT_03268,1130.74
OUT_07825,1128.55
OUT_01717,1128.42
OUT_05088,1128.21
OUT_04143,1128.11
OUT_02500,1127.53
OUT_07184,1125.9
OUT_02312,1125.57
OUT_01977,1123.95
OUT_03897,1123.92
OUT_02977,1122.8
OUT_07681,1121.87
OUT_06854,1120.46
OUT_02601,1120.29
OUT_06025,1120.26
OUT_07831,1119.04
OUT_02605,1118.89
OUT_05354,1118.33
OUT_02558,1116.27
OUT_03537,1113.82
OUT_01689,1113.68
OUT_05862,1113.23
OUT_05301,1112.95
OUT_03994,1112.66
OUT_02749,1111.88
OUT_01602,1109.31
OUT_07593,1108.38
OUT_04517,1107.15
OUT_02000,1106.19
OUT_04207,1105.5
OUT_01824,1104.94
OUT_05848,1103.29
OUT_05750,1103.06
OUT_08183,1102.88
OUT_07601,1100.63
OUT_02845,1100.16
OUT_05983,1099.98
OUT_01993,1097.12
OUT_01317,1096.3
OUT_05586,1095.97
OUT_03566,1095.93
OUT_06487,1092.51
OUT_08476,1090.61
OUT_05880,1090.42
OUT_01765,1090.2
OUT_03489,1090.0
OUT_04131,1089.95
OUT_08508,1089.66
OUT_07357,1089.6
OUT_03304,1088.52
OUT_08803,1088.29
OUT_03691,1086.54
OUT_03899,1086.25
OUT_01205,1086.23
OUT_08119,1084.64
OUT_05291,1084.21
OUT_02359,1084.21
OUT_06604,1083.17
OUT_04052,1080.93
OUT_07820,1080.36
OUT_08344,1080.01
OUT_04844,1079.35
OUT_07527,1078.21
OUT_06438,1077.11
OUT_06339,1076.62
OUT_03221,1075.49
OUT_02389,1074.63
OUT_06011,1074.51
OUT_03295,1073.49
OUT_01166,1073.04
OUT_01309,1072.91
OUT_06048,1072.53
OUT_08985,1071.94
OUT_01147,1071.26
OUT_07275,1071.05
OUT_08611,1070.28
OUT_06209,1069.69
OUT_08418,1069.6
OUT_08687,1069.43
OUT_06277,1069.28
OUT_02907,1069.26
OUT_03250,1068.59
OUT_01973,1068.11
OUT_04884,1067.35
OUT_02354,1066.5
OUT_05262,1065.76
OUT_05535,1065.09
OUT_08845,1064.9
OUT_08968,1064.63
OUT_03587,1063.86
OUT_01734,1063.11
OUT_05373,1062.57
OUT_03713,1062.39
OUT_06612,1061.8
OUT_02352,1061.29
OUT_05590,1061.26
OUT_08745,1058.72
OUT_00218,1057.67
OUT_08894,1057.47
OUT_01407,1056.62
OUT_05966,1055.75
OUT_08908,1055.73
OUT_04378,1055.68
OUT_00440,1053.9
OUT_04719,1053.87
OUT_06359,1052.43
OUT_02960,1052.03
OUT_03613,1051.92
OUT_06003,1051.26
OUT_03352,1050.87
OUT_05307,1050.64
OUT_00698,1050.24
OUT_07062,1049.26
OUT_05645,1049.12
OUT_03611,1049.09
OUT_04275,1048.88
OUT_00532,1047.84
OUT_06932,1047.69
OUT_06015,1047.64
OUT_08359,1047.64
OUT_08081,1045.74
OUT_05208,1045.58
OUT_04315,1045.49
OUT_05836,1044.26
OUT_08164,1044.21
OUT_04629,1044.14
OUT_02231,1043.22
OUT_00111,1043.06
OUT_04191,1043.05
OUT_01882,1041.61
OUT_07612,1041.09
OUT_02957,1039.99
OUT_07346,1039.77
OUT_06028,1039.02
OUT_08202,1038.88
OUT_03669,1038.63
OUT_06002,1038.5
OUT_06101,1037.62
OUT_05428,1036.91
OUT_06452,1036.71
OUT_07642,1035.46
OUT_01490,1034.71
OUT_07197,1034.25
OUT_04111,1033.89
OUT_02995,1033.04
OUT_05958,1033.02
OUT_04217,1031.96
OUT_00105,1031.83
OUT_06936,1030.84
OUT_01741,1030.47
OUT_02751,1030.45
OUT_05293,1028.8
OUT_00645,1028.8
OUT_05779,1028.76
OUT_04761,1028.56
OUT_08834,1028.35
OUT_07400,1028.33
OUT_07816,1026.62
OUT_02839,1026.34
OUT_04768,1026.21
OUT_01313,1025.68
OUT_07805,1024.96
OUT_04436,1024.57
OUT_01076,1024.05
OUT_03778,1023.81
OUT_00139,1023.67
OUT_03057,1023.67
OUT_04576,1023.34
OUT_03389,1023.19
OUT_06295,1021.57
OUT_01037,1021.41
OUT_01997,1020.97
OUT_08468,1020.36
OUT_02261,1019.89
OUT_05955,1018.3
OUT_08254,1017.55
OUT_06883,1017.48
OUT_02908,1016.78
OUT_05174,1016.75
OUT_06163,1014.68
OUT_03878,1014.19
OUT_03442,1013.74
OUT_05009,1010.79
OUT_06706,1010.16
OUT_05803,1009.89
OUT_05792,1009.85
OUT_05957,1009.06
OUT_04637,1008.83
OUT_02741,1006.89
OUT_03081,1006.63
OUT_00830,1006.56
OUT_04221,1006.48
OUT_05311,1005.62
OUT_07838,1005.61
OUT_03500,1005.43
OUT_07568,1005.36
OUT_05753,1004.69
OUT_05168,1004.28
OUT_08430,1003.77
OUT_08238,1002.69
OUT_08017,1001.79
OUT_03681,1000.81
OUT_04095,1000.19
OUT_00711,998.82
OUT_03226,996.0
OUT_00942,995.77
OUT_00984,995.59
OUT_00313,995.09
OUT_05814,994.41
OUT_07708,993.25
OUT_03512,992.09
OUT_03704,991.46
OUT_04762,991.23
OUT_04183,991.1
OUT_00640,991.06
OUT_02048,990.54
OUT_06147,990.3
OUT_02577,990.04
OUT_00756,989.99
OUT_00304,989.57
OUT_07229,989.24
OUT_08581,987.9
OUT_05082,987.33
OUT_01366,987.29
OUT_08976,986.55
OUT_02379,985.9
OUT_03637,985.63
OUT_04945,983.89
OUT_03029,980.94
OUT_02315,980.08
OUT_07535,980.05
OUT_04142,979.37
OUT_01685,978.57
OUT_07132,978.12
OUT_08262,978.09
OUT_06735,977.83
OUT_05005,977.33
OUT_06946,977.2
OUT_01025,975.89
OUT_07163,975.59
OUT_07775,974.77
OUT_08270,974.64
OUT_04550,974.52
OUT_00483,973.4
OUT_05137,973.07
OUT_03497,972.35
OUT_07397,971.72
OUT_05875,971.59
OUT_03332,971.55
OUT_04669,969.65
OUT_03205,969.62
OUT_07112,969.58
OUT_07293,969.31
OUT_06461,969.18
OUT_08419,969.09
OUT_07219,969.0
OUT_00764,968.99
OUT_06536,968.07
OUT_04872,967.47
OUT_04951,966.57
OUT_06963,966.54
OUT_02581,965.61
OUT_08224,965.55
OUT_05110,965.52
OUT_08518,965.43
OUT_08621,964.82
OUT_06914,963.55
OUT_08174,963.01
OUT_02932,962.88
OUT_04224,962.75
OUT_01310,962.72
OUT_08126,962.61
OUT_08091,961.9
OUT_05647,961.86
OUT_04039,961.69
OUT_08188,961.49
OUT_04386,961.15
OUT_08653,960.94
OUT_01559,960.63
OUT_06105,959.88
OUT_00433,959.82
OUT_03043,959.48
OUT_01038,958.66
OUT_00326,958.17
OUT_00883,958.05
OUT_08617,957.16
OUT_04495,956.95
OUT_05457,956.58
OUT_08354,956.35
OUT_03222,955.17
OUT_02750,955.0
OUT_01181,954.93
OUT_07396,954.77
OUT_08208,954.34
OUT_03867,954.24
OUT_04374,954.04
OUT_04715,953.8
OUT_06075,953.7
OUT_02186,953.35
OUT_06926,953.23
OUT_02572,953.2
OUT_00531,952.85
OUT_01222,951.83
OUT_04931,951.8
OUT_08579,950.67
OUT_04053,950.63
OUT_00818,950.55
OUT_05437,950.38
OUT_01365,949.54
OUT_01439,949.54
OUT_05394,949.3
OUT_04887,948.18
OUT_07110,947.77
OUT_08920,947.7
OUT_06717,947.47
OUT_05004,947.24
OUT_08004,947.21
OUT_00656,947.0
OUT_03368,945.5
OUT_01245,945.22
OUT_01244,944.68
OUT_01466,943.81
OUT_03215,942.95
OUT_07447,942.65
OUT_04511,942.44
OUT_02762,942.34
OUT_06322,940.34
OUT_08239,937.42
OUT_08906,936.95
OUT_03532,936.83
OUT_07964,936.29
OUT_05433,936.23
OUT_08043,936.16
OUT_08016,935.17
OUT_04195,933.96
OUT_01938,933.67
OUT_00521,933.19
OUT_06679,933.17
OUT_07543,932.41
OUT_01564,932.04
OUT_01561,931.76
OUT_04826,931.06
OUT_07014,930.63
OUT_07990,930.42
OUT_00296,928.88
OUT_00862,928.84
OUT_00108,928.51
OUT_02305,928.32
OUT_07657,927.95
OUT_01459,927.5
OUT_05134,927.23
OUT_03100,927.06
OUT_03282,926.34
OUT_05596,924.85
OUT_03458,923.91
OUT_05902,923.61
OUT_04731,923.2
OUT_03168,922.91
OUT_06690,922.8
OUT_02897,922.59
OUT_02994,922.53
OUT_05388,922.36
OUT_01351,921.7
OUT_02825,920.9
OUT_02981,920.82
OUT_01060,920.39
OUT_01271,920.16
OUT_00890,919.87
OUT_05603,919.43
OUT_02810,919.31
OUT_04007,919.01
OUT_02160,918.82
OUT_02969,918.47
OUT_05270,918.31
OUT_05517,917.95
OUT_07347,917.66
OUT_00346,916.93
OUT_01329,916.84
OUT_08971,916.71
OUT_01394,916.66
OUT_03838,916.22
OUT_05374,916.12
OUT_05741,915.87
OUT_04245,915.25
OUT_07282,913.64
OUT_06051,913.44
OUT_04437,913.33
OUT_01486,913.18
OUT_04488,913.08
OUT_08246,912.7
OUT_02555,911.82
OUT_02442,910.76
OUT_07317,910.6
OUT_08927,910.34
OUT_01501,910.09
OUT_01496,909.69
OUT_04975,909.15
OUT_03604,908.65
OUT_00527,908.49
OUT_01234,907.85
OUT_05712,907.41
OUT_06145,907.11
OUT_03469,906.54
OUT_03703,906.04
OUT_03804,905.38
OUT_05195,905.31
OUT_06412,905.21
OUT_03900,904.93
OUT_04068,904.71
OUT_03474,904.67
OUT_05587,904.45
OUT_00896,904.29
OUT_07950,904.2
OUT_08586,903.23
OUT_03454,902.84
OUT_05650,901.42
OUT_08185,900.82
OUT_01745,900.81
OUT_05498,900.7
OUT_04470,900.67
OUT_07100,900.57
OUT_01230,900.25
OUT_08034,899.95
OUT_08503,899.69
OUT_08170,899.56
OUT_07037,899.53
OUT_08077,899.12
OUT_01817,899.11
OUT_08762,898.89
OUT_07729,897.99
OUT_00654,897.12
OUT_08633,897.1
OUT_04969,896.82
OUT_06131,896.8
OUT_03392,896.07
OUT_04696,894.35
OUT_04037,893.93
OUT_02007,893.84
OUT_07926,893.7
OUT_05218,892.88
OUT_03272,892.82
OUT_00898,892.16
OUT_00062,891.76
OUT_02283,891.73
OUT_05274,890.54
OUT_01638,890.25
OUT_05537,889.76
OUT_05961,889.58
OUT_03949,889.3
OUT_07749,889.19
OUT_08461,888.95
OUT_01928,886.82
OUT_02593,886.22
OUT_08779,885.72
OUT_00285,884.24
OUT_02530,884.15
OUT_07431,883.73
OUT_00496,883.48
OUT_04123,883.37
OUT_08406,882.07
OUT_02363,881.6
OUT_01168,881.41
OUT_01028,881.33
OUT_05187,880.62
OUT_04129,880.45
OUT_07673,879.88
OUT_08317,878.18
OUT_06394,877.12
OUT_05894,876.58
OUT_03212,875.87
OUT_01120,875.36
OUT_04540,874.27
OUT_06588,873.47
OUT_02544,873.15
OUT_06503,872.68
OUT_01285,871.45
OUT_08899,870.55
OUT_08242,869.7
OUT_03906,869.64
OUT_01093,869.36
OUT_03216,868.71
OUT_02377,868.24
OUT_08207,868.01
OUT_04009,867.18
OUT_02547,866.47
OUT_03921,866.39
OUT_00713,866.25
OUT_08988,865.73
OUT_05736,865.68
OUT_02229,864.86
OUT_07961,864.5
OUT_03690,864.22
OUT_02147,864.21
OUT_00840,863.5
OUT_02680,862.13
OUT_01103,861.7
OUT_06842,860.93
OUT_01190,860.55
OUT_05714,859.89
OUT_05098,859.74
OUT_02355,858.55
OUT_02508,856.06
OUT_00316,854.52
OUT_01417,854.1
OUT_03765,853.47
OUT_08797,853.12
OUT_06591,852.05
OUT_03955,851.85
OUT_03877,851.14
OUT_00301,850.75
OUT_07090,850.45
OUT_06038,849.55
OUT_04513,848.67
OUT_05832,848.54
OUT_06793,847.56
OUT_08913,847.41
OUT_04543,847.26
OUT_07207,847.23
OUT_01035,846.84
OUT_00431,846.42
OUT_03214,845.54
OUT_05513,845.14
OUT_08146,845.08
OUT_05180,845.07
OUT_08096,844.78
OUT_03479,844.72
OUT_00861,844.55
OUT_03886,844.22
OUT_08934,843.84
OUT_08692,843.48
OUT_03331,843.45
OUT_04483,843.19
OUT_03045,842.62
OUT_08229,842.45
OUT_03768,842.31
OUT_02464,842.12
OUT_00993,842.05
OUT_03871,841.64
OUT_01525,841.16
OUT_02822,841.08
OUT_07302,841.0
OUT_08381,840.55
OUT_01702,840.33
OUT_00379,840.23
OUT_02649,839.4
OUT_03865,839.25
OUT_08167,838.61
OUT_00803,838.45
OUT_01807,838.3
OUT_01137,838.27
OUT_01291,836.87
OUT_02129,836.8
OUT_07797,836.64
OUT_00944,836.45
OUT_04410,835.96
OUT_08954,835.71
OUT_00743,835.71
OUT_06629,835.38
OUT_08941,835.16
OUT_05986,835.06
OUT_00349,834.44
OUT_05083,833.67
OUT_08306,833.43
OUT_06427,832.82
OUT_01819,831.52
OUT_03725,830.1
OUT_05370,829.99
OUT_02523,829.19
OUT_05113,829.09
OUT_01349,828.61
OUT_01264,828.27
OUT_06138,828.22
OUT_05023,828.14
OUT_03120,828.06
OUT_00158,828.04
OUT_00281,827.35
OUT_02893,827.12
OUT_06175,827.01
OUT_06341,826.85
OUT_03624,826.24
OUT_08879,825.41
OUT_02367,824.5
OUT_02626,824.28
OUT_04632,824.15
OUT_00604,824.14
OUT_08983,823.91
OUT_08150,823.71
OUT_05510,823.22
OUT_01426,822.04
OUT_05404,821.93
OUT_03596,821.03
OUT_00480,820.98
OUT_04805,820.84
OUT_03410,820.8
OUT_04995,820.46
OUT_00183,820.35
OUT_04205,819.35
OUT_02210,819.02
OUT_07345,819.01
OUT_06850,817.48
OUT_01000,816.71
OUT_02612,816.48
OUT_03166,815.97
OUT_06614,815.49
OUT_07011,815.12
OUT_05547,814.66
OUT_02830,814.52
OUT_04192,814.22
OUT_02999,813.06
OUT_00563,812.85
OUT_00464,812.42
OUT_08256,811.65
OUT_06004,810.82
OUT_07590,809.76
OUT_06188,809.73
OUT_05911,808.94
OUT_01188,807.99
OUT_06112,807.89
OUT_06135,807.88
OUT_07310,807.19
OUT_02288,807.12
OUT_00524,806.94
OUT_07341,806.25
OUT_01966,804.89
OUT_04357,804.7
OUT_08868,804.29
OUT_02872,803.75
OUT_06223,803.42
OUT_03612,802.44
OUT_01574,802.39
OUT_07179,801.07
OUT_02337,800.95
OUT_03079,800.6
OUT_00255,800.41
OUT_06969,798.22
OUT_04148,798.2
OUT_06142,797.71
OUT_03155,797.36
OUT_04722,797.14
OUT_04104,797.12
OUT_08685,797.0
OUT_00095,796.55
OUT_08795,796.48
OUT_05010,796.37
OUT_01016,796.11
OUT_05885,795.99
OUT_07224,795.2
OUT_08594,794.53
OUT_06731,794.13
OUT_03536,793.95
OUT_03235,793.21
OUT_00614,792.79
OUT_00094,792.64
OUT_06076,792.47
OUT_04601,792.3
OUT_00133,792.25
OUT_02023,792.0
OUT_08752,790.51
OUT_05258,790.43
OUT_03157,788.41
OUT_02571,787.91
OUT_06274,787.73
OUT_01649,787.7
OUT_01788,787.18
OUT_05048,787.15
OUT_04446,786.46
OUT_06299,786.2
OUT_01379,785.82
OUT_06974,785.45
OUT_05631,785.08
OUT_08465,784.93
OUT_00501,783.89
OUT_05638,783.64
OUT_07921,782.95
OUT_02584,782.83
OUT_02049,781.85
OUT_01600,781.76
OUT_06743,781.73
OUT_07291,781.36
OUT_01625,781.35
OUT_01837,781.14
OUT_03342,780.62
OUT_08641,780.6
OUT_08341,780.22
OUT_00917,779.97
OUT_02175,779.95
OUT_03125,779.71
OUT_04396,779.44
OUT_04743,779.27
OUT_08639,779.2
OUT_07268,778.29
OUT_05522,778.09
OUT_04395,777.99
OUT_05684,777.88
OUT_07203,776.5
OUT_02787,775.92
OUT_01961,775.75
OUT_06134,775.13
OUT_07211,774.81
OUT_05058,774.54
OUT_08541,773.34
OUT_05086,773.31
OUT_07986,771.93
OUT_03394,771.74
OUT_05171,771.71
OUT_02170,771.67
OUT_02886,770.12
OUT_08467,769.9
OUT_03742,769.55
OUT_03562,769.3
OUT_06111,768.63
OUT_04365,768.03
OUT_07401,767.82
OUT_07254,767.41
OUT_03896,767.15
OUT_08160,767.08
OUT_04531,766.7
OUT_06774,766.21
OUT_02624,765.24
OUT_06642,764.45
OUT_01062,764.44
OUT_06500,764.14
OUT_03693,763.5
OUT_08027,763.46
OUT_04414,763.26
OUT_03067,763.22
OUT_01680,763.07
OUT_01334,762.68
OUT_06820,762.67
OUT_03018,762.58
OUT_02222,762.02
OUT_00612,761.82
OUT_07088,760.37
OUT_02009,760.29
OUT_08545,760.06
OUT_06917,759.52
OUT_03557,758.59
OUT_00658,758.13
OUT_07313,757.83
OUT_06179,755.95
OUT_04987,755.94
OUT_08751,755.89
OUT_04401,755.79
OUT_01857,755.66
OUT_05910,755.31
OUT_05554,755.26
OUT_02430,755.06
OUT_03563,755.0
OUT_00922,754.64
OUT_07192,754.49
OUT_03837,754.04
OUT_06268,753.99
OUT_08798,753.83
OUT_08123,753.67
OUT_04134,753.14
OUT_06243,752.74
OUT_07665,752.43
OUT_00361,752.07
OUT_03443,751.33
OUT_04454,751.23
OUT_06716,750.64
OUT_08558,750.33
OUT_08857,749.64
OUT_06465,748.22
OUT_02910,747.69
OUT_04867,747.53
OUT_02899,747.03
OUT_03839,746.92
OUT_00352,746.66
OUT_05073,746.47
OUT_01553,746.28
OUT_08177,746.23
OUT_07399,745.75
OUT_01350,745.68
OUT_02426,745.65
OUT_06385,745.53
OUT_08220,745.23
OUT_04671,745.22
OUT_05285,744.57
OUT_00788,744.32
OUT_02452,744.1
OUT_04366,743.73
OUT_01816,743.06
OUT_02270,742.48
OUT_00722,742.24
OUT_06519,741.57
OUT_00442,741.48
OUT_02224,741.41
OUT_08824,741.33
OUT_01537,741.15
OUT_02497,740.18
OUT_04417,739.29
OUT_07695,739.15
OUT_02208,738.49
OUT_05260,738.06
OUT_08223,737.63
OUT_07280,736.89
OUT_04738,736.75
OUT_06106,735.84
OUT_08953,735.17
OUT_00741,734.22
OUT_04820,734.18
OUT_04011,733.76
OUT_08443,733.66
OUT_01454,733.26
OUT_03150,733.08
OUT_02504,733.0
OUT_03211,732.77
OUT_08049,732.52
OUT_07869,732.11
OUT_06071,731.21
OUT_06492,731.15
OUT_05056,730.92
OUT_02328,730.33
OUT_02295,729.44
OUT_07442,728.35
OUT_08387,728.24
OUT_07861,728.15
OUT_02801,728.0
OUT_04552,727.91
OUT_00675,727.76
OUT_07073,726.93
OUT_01684,726.66
OUT_06897,726.64
OUT_02381,726.04
OUT_06759,725.26
OUT_07336,724.57
OUT_07523,724.42
OUT_01988,723.77
OUT_04895,723.74
OUT_08814,723.16
OUT_04468,723.0
OUT_06809,722.59
OUT_04249,722.51
OUT_05942,722.13
OUT_04763,722.06
OUT_00814,721.74
OUT_03646,721.5
OUT_07902,721.41
OUT_04467,721.27
OUT_03267,721.25
OUT_05861,721.24
OUT_01456,721.11
OUT_05350,720.07
OUT_02140,720.05
OUT_06425,719.85
OUT_01280,719.44
OUT_06720,717.04
OUT_05422,716.47
OUT_02595,716.14
OUT_08358,716.08
OUT_04822,716.05
OUT_01095,715.31
OUT_04073,714.75
OUT_08012,714.36
OUT_06280,713.65
OUT_04147,713.61
OUT_07973,713.32
OUT_03149,712.82
OUT_02453,712.79
OUT_07789,712.72
OUT_01414,711.93
OUT_05099,711.9
OUT_03017,711.16
OUT_08734,711.06
OUT_00949,710.81
OUT_04926,710.18
OUT_03405,709.31
OUT_07113,709.12
OUT_07438,706.66
OUT_02423,706.56
OUT_06185,706.5
OUT_06982,706.02
OUT_08147,705.97
OUT_07052,705.55
OUT_05760,705.48
OUT_04624,705.41
OUT_05002,705.33
OUT_02929,704.82
OUT_01956,704.46
OUT_02742,704.06
OUT_08334,703.95
OUT_02090,703.81
OUT_08151,703.1
OUT_05308,703.0
OUT_07777,702.54
OUT_00901,701.76
OUT_04689,701.73
OUT_03656,701.42
OUT_08385,700.6
OUT_02294,700.4
OUT_00605,700.25
OUT_03409,700.14
OUT_08513,699.93
OUT_01838,699.43
OUT_06294,698.98
OUT_04465,698.77
OUT_03947,698.73
OUT_01053,698.35
OUT_00456,697.6
OUT_00966,697.51
OUT_02439,697.3
OUT_02777,696.27
OUT_04921,696.15
OUT_02189,695.59
OUT_08863,695.13
OUT_01873,694.95
OUT_03522,694.81
OUT_04871,693.95
OUT_00555,693.8
OUT_03311,693.47
OUT_02101,692.85
OUT_01687,692.79
OUT_05068,692.47
OUT_08930,692.12
OUT_05147,691.7
OUT_00446,691.64
OUT_02432,690.49
OUT_05061,689.7
OUT_04823,689.6
OUT_05249,689.44
OUT_04765,688.84
OUT_04681,688.82
OUT_04124,687.49
OUT_05232,687.32
OUT_06762,687.18
OUT_07785,687.1
OUT_00982,687.1
OUT_00916,686.68
OUT_07218,686.63
OUT_05449,686.63
OUT_02501,686.54
OUT_05393,686.24
OUT_04153,686.22
OUT_06814,686.12
OUT_05980,686.1
OUT_05425,685.89
OUT_06187,685.74
OUT_00582,685.63
OUT_03907,685.4
OUT_04340,684.71
OUT_05887,684.56
OUT_07965,684.43
OUT_04625,683.69
OUT_06171,683.4
OUT_05615,682.87
OUT_08046,682.82
OUT_07995,682.65
OUT_08451,682.51
OUT_04318,681.72
OUT_04107,680.87
OUT_04162,680.14
OUT_01049,679.12
OUT_05583,678.38
OUT_08777,678.01
OUT_06234,677.75
OUT_07589,677.62
OUT_03860,677.5
OUT_06533,677.38
OUT_08515,677.35
OUT_08839,677.25
OUT_02410,677.19
OUT_04908,676.71
OUT_07808,676.65
OUT_07893,676.38
OUT_02089,676.32
OUT_03664,676.31
OUT_00375,675.98
OUT_02197,675.57
OUT_08408,675.49
OUT_02648,675.39
OUT_04546,675.16
OUT_02575,674.77
OUT_02940,674.52
OUT_07567,673.6
OUT_01004,673.04
OUT_00557,672.4
OUT_05395,672.03
OUT_02963,671.91
OUT_00948,671.67
OUT_01818,671.32
OUT_03197,670.02
OUT_08423,669.97
OUT_02663,669.89
OUT_07912,669.67
OUT_05923,669.41
OUT_07308,668.74
OUT_04705,668.11
OUT_05995,667.92
OUT_04306,667.92
OUT_03750,667.34
OUT_06061,666.89
OUT_08904,666.81
OUT_00595,666.62
OUT_06192,665.93
OUT_08794,664.92
OUT_07060,664.69
OUT_02630,664.23
OUT_03375,663.59
OUT_05841,662.05
OUT_08285,661.77
OUT_08106,661.39
OUT_08405,661.03
OUT_04380,660.17
OUT_07394,658.92
OUT_03780,657.97
OUT_07854,657.21
OUT_05469,657.13
OUT_02035,656.58
OUT_01707,655.96
OUT_03462,655.73
OUT_00516,654.83
OUT_01739,654.34
OUT_06348,653.9
OUT_08635,653.8
OUT_02682,652.11
OUT_04379,651.37
OUT_00679,650.89
OUT_01482,650.81
OUT_04287,650.59
OUT_05703,650.59
OUT_04956,650.26
OUT_08482,649.83
OUT_07948,649.45
OUT_03834,649.36
OUT_04648,648.9
OUT_02847,648.87
OUT_02249,648.75
OUT_01701,648.74
OUT_01096,648.67
OUT_02620,648.2
OUT_06572,647.9
OUT_03190,647.77
OUT_03066,647.55
OUT_08746,647.36
OUT_02254,647.25
OUT_01138,647.21
OUT_02021,647.2
OUT_04411,646.56
OUT_05601,646.55
OUT_05834,646.54
OUT_01250,646.23
OUT_05534,646.21
OUT_03843,644.76
OUT_06213,644.54
OUT_01805,644.28
OUT_06423,643.85
OUT_00872,643.75
OUT_05487,643.51
OUT_07146,642.35
OUT_03759,641.53
OUT_03169,641.01
OUT_02565,640.6
OUT_03463,640.22
OUT_02769,639.96
OUT_07137,639.5
OUT_03101,639.25
OUT_01671,638.75
OUT_06838,638.46
OUT_08069,638.23
OUT_08173,638.2
OUT_06797,638.18
OUT_04897,637.43
OUT_01182,637.27
OUT_00229,636.94
OUT_07069,636.82
OUT_03486,636.47
